reaction,species,species_type,compartment,mass,role,stoich
R_GLU4ABUTthi,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_GLU4ABUTtmi,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_GLU5K,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_GLUNA1th,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_GLUNA1tm,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_GLUth,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_GLUTL,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_GLUtm,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_GMPS_LPAREN_glu_RPAREN_,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_HCGAL,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_IMGPS,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_MALGLUth,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_MOTA,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_POAT,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_PRDPAR,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_PRFGS,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_PYDXS,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_TAT,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_THFGLUH,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_THFGLUS,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_TYRTA,M_glu_L_c,M_glu_L,c,146.12136,substrate,1
R_UTGAL,M_glu_L_c,M_glu_L,c,146.12136,product,1
R_AATC,M_glu_L_h,M_glu_L,h,146.12136,product,1
R_AATG,M_glu_L_h,M_glu_L,h,146.12136,product,1
R_AOOAh,M_glu_L_h,M_glu_L,h,146.12136,product,1
R_ARGDh,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_ASPATh,M_glu_L_h,M_glu_L,h,146.12136,product,1
R_ATNS,M_glu_L_h,M_glu_L,h,146.12136,product,1
R_BCTAh,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_BCTA_LPAREN_glu_RPAREN_h,M_glu_L_h,M_glu_L,h,146.12136,product,1
R_BCTA_LPAREN_val_RPAREN_h,M_glu_L_h,M_glu_L,h,146.12136,product,1
R_CYSAT,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_DNGALh,M_glu_L_h,M_glu_L,h,146.12136,product,1
R_GALh,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_GAM,M_glu_L_h,M_glu_L,h,146.12136,product,1
R_GCL,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_GDH,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_GDH_LPAREN_nadp_RPAREN_,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_GLU4ABUTthi,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_GLUNA1th,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_GLUS,M_glu_L_h,M_glu_L,h,146.12136,product,2
R_GLUS_LPAREN_ferr_RPAREN_,M_glu_L_h,M_glu_L,h,146.12136,product,2
R_GLUS_LPAREN_nadph_RPAREN_,M_glu_L_h,M_glu_L,h,146.12136,product,2
R_GLUth,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_GLUTRS,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_IMGPSh,M_glu_L_h,M_glu_L,h,146.12136,product,1
R_MALGLUth,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_POATh,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_PRDPARh,M_glu_L_h,M_glu_L,h,146.12136,product,1
R_PRFGSh,M_glu_L_h,M_glu_L,h,146.12136,product,1
R_PSAT,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_TYRTAh,M_glu_L_h,M_glu_L,h,146.12136,substrate,1
R_10FTHFGLULLm,M_glu_L_m,M_glu_L,m,146.12136,substrate,1
R_AAT,M_glu_L_m,M_glu_L,m,146.12136,product,1
R_AATCm,M_glu_L_m,M_glu_L,m,146.12136,product,1
R_AATGm,M_glu_L_m,M_glu_L,m,146.12136,product,1
R_AOTAm,M_glu_L_m,M_glu_L,m,146.12136,substrate,1
R_ASPATm,M_glu_L_m,M_glu_L,m,146.12136,product,1
R_BCTA_LPAREN_val_RPAREN_m,M_glu_L_m,M_glu_L,m,146.12136,substrate,1
R_CYSATm,M_glu_L_m,M_glu_L,m,146.12136,substrate,1
R_CYSTAm,M_glu_L_m,M_glu_L,m,146.12136,product,1
R_GALm,M_glu_L_m,M_glu_L,m,146.12136,substrate,1
R_GDHm,M_glu_L_m,M_glu_L,m,146.12136,substrate,1
R_GLU4ABUTtmi,M_glu_L_m,M_glu_L,m,146.12136,substrate,1
R_GLUNA1tm,M_glu_L_m,M_glu_L,m,146.12136,product,1
R_GLUtm,M_glu_L_m,M_glu_L,m,146.12136,product,1
R_GLYTA,M_glu_L_m,M_glu_L,m,146.12136,substrate,1
R_GMPS_LPAREN_glu_RPAREN_m,M_glu_L_m,M_glu_L,m,146.12136,product,1
R_HCGALm,M_glu_L_m,M_glu_L,m,146.12136,product,1
R_ORNTArm,M_glu_L_m,M_glu_L,m,146.12136,product,1
R_POATm,M_glu_L_m,M_glu_L,m,146.12136,substrate,1
R_TYRTAm,M_glu_L_m,M_glu_L,m,146.12136,substrate,1
R_GLXtx,M_glx_c,M_glx,c,73.02754,substrate,1
R_GLYCLTD,M_glx_c,M_glx,c,73.02754,substrate,1
R_MALSh,M_glx_h,M_glx,h,73.02754,substrate,1
R_AGAT,M_glx_m,M_glx,m,73.02754,substrate,1
R_GCLDH,M_glx_m,M_glx,m,73.02754,product,1
R_GLYTA,M_glx_m,M_glx,m,73.02754,substrate,1
R_ICL,M_glx_m,M_glx,m,73.02754,product,1
R_MALSm,M_glx_m,M_glx,m,73.02754,substrate,1
R_SGAT,M_glx_m,M_glx,m,73.02754,substrate,1
R_AGATx,M_glx_x,M_glx,x,73.02754,substrate,1
R_GLXtx,M_glx_x,M_glx,x,73.02754,product,1
R_HDAO10x,M_glx_x,M_glx,x,73.02754,product,1
R_MALSx,M_glx_x,M_glx,x,73.02754,substrate,1
R_ALCD19,M_glyald_c,M_glyald,c,90.07794,substrate,1
R_ALCD19y,M_glyald_c,M_glyald,c,90.07794,substrate,1
R_GLYALDOR,M_glyald_c,M_glyald,c,90.07794,product,1
R_FPGPL,M_glyald_h,M_glyald,h,90.07794,product,1
R_G3PAT160,M_glyc3p_c,M_glyc3p,c,170.057841,substrate,1
R_G3PAT180,M_glyc3p_c,M_glyc3p,c,170.057841,substrate,1
R_G3PAT181,M_glyc3p_c,M_glyc3p,c,170.057841,substrate,1
R_G3PAT1819Z,M_glyc3p_c,M_glyc3p,c,170.057841,substrate,1
R_GLYC3Pth,M_glyc3p_c,M_glyc3p,c,170.057841,product,1
R_GLYK,M_glyc3p_c,M_glyc3p,c,170.057841,product,1
R_GPDDA2,M_glyc3p_c,M_glyc3p,c,170.057841,product,1
R_PGPS18111Z160,M_glyc3p_c,M_glyc3p,c,170.057841,substrate,1
R_PGPS1819Z160,M_glyc3p_c,M_glyc3p,c,170.057841,substrate,1
R_G3PAT160h,M_glyc3p_h,M_glyc3p,h,170.057841,substrate,1
R_G3PAT180h,M_glyc3p_h,M_glyc3p,h,170.057841,substrate,1
R_G3PAT1819Zh,M_glyc3p_h,M_glyc3p,h,170.057841,substrate,1
R_G3PAT181h,M_glyc3p_h,M_glyc3p,h,170.057841,substrate,1
R_G3PD1,M_glyc3p_h,M_glyc3p,h,170.057841,product,1
R_G3PD2,M_glyc3p_h,M_glyc3p,h,170.057841,product,1
R_G3PO,M_glyc3p_h,M_glyc3p,h,170.057841,product,1
R_GLYC3Pth,M_glyc3p_h,M_glyc3p,h,170.057841,substrate,1
R_PGPS18111Z160h,M_glyc3p_h,M_glyc3p,h,170.057841,substrate,1
R_PGPS1819Z160h,M_glyc3p_h,M_glyc3p,h,170.057841,substrate,1
R_GLYCLTD,M_glyclt_c,M_glyclt,c,75.04342,product,1
R_GLYCLTt,M_glyclt_c,M_glyclt,c,75.04342,product,1
R_GLYCLTth,M_glyclt_c,M_glyclt,c,75.04342,substrate,1
R_GLYCLTtm,M_glyclt_c,M_glyclt,c,75.04342,substrate,1
R_GLYCLTtx,M_glyclt_c,M_glyclt,c,75.04342,substrate,1
R_EX_glyclt_LPAREN_e_RPAREN_,M_glyclt_e,M_glyclt,e,75.04342,substrate,1
R_GLYCLTt,M_glyclt_e,M_glyclt,e,75.04342,substrate,1
R_GLYCLTth,M_glyclt_h,M_glyclt,h,75.04342,product,1
R_PGLYCPh,M_glyclt_h,M_glyclt,h,75.04342,product,1
R_GCLDH,M_glyclt_m,M_glyclt,m,75.04342,substrate,1
R_GLYCLTtm,M_glyclt_m,M_glyclt,m,75.04342,product,1
R_GLYCLTtx,M_glyclt_x,M_glyclt,x,75.04342,product,1
R_HDAO10x,M_glyclt_x,M_glyclt,x,75.04342,substrate,1
R_PGLYCPx,M_glyclt_x,M_glyclt,x,75.04342,product,1
R_ALCD19,M_glyc_c,M_glyc,c,92.09382,product,1
R_ALCD19y,M_glyc_c,M_glyc,c,92.09382,product,1
R_Biomass_Chlamy_auto,M_glyc_c,M_glyc,c,92.09382,substrate,0.012083522
R_Biomass_Chlamy_hetero,M_glyc_c,M_glyc,c,92.09382,substrate,0.012083522
R_Biomass_Chlamy_mixo,M_glyc_c,M_glyc,c,92.09382,substrate,0.012083522
R_GLYCth,M_glyc_c,M_glyc,c,92.09382,substrate,1
R_GLYK,M_glyc_c,M_glyc,c,92.09382,substrate,1
R_MAGAH160,M_glyc_c,M_glyc,c,92.09382,product,1
R_MAGAH180,M_glyc_c,M_glyc,c,92.09382,product,1
R_MAGAH18111Z,M_glyc_c,M_glyc,c,92.09382,product,1
R_MAGAH1819Z,M_glyc_c,M_glyc,c,92.09382,product,1
R_GGGH,M_glyc_h,M_glyc,h,92.09382,product,1
R_GLYCth,M_glyc_h,M_glyc,h,92.09382,product,1
R_GLYALDOR,M_glyc_R_c,M_glyc_R,c,105.0694,substrate,1
R_GLYCK,M_glyc_R_c,M_glyc_R,c,105.0694,substrate,1
R_GLYCOR_LPAREN_nadp_RPAREN_,M_glyc_R_c,M_glyc_R,c,105.0694,substrate,1
R_GLYDH,M_glyc_R_c,M_glyc_R,c,105.0694,product,1
R_GLYPT,M_glyc_R_h,M_glyc_R,h,105.0694,substrate,1
R_GLYCDH,M_glyc_R_m,M_glyc_R,m,105.0694,product,1
R_HOXPRm,M_glyc_R_m,M_glyc_R,m,105.0694,substrate,1
R_Biomass_Chlamy_auto,M_gly_c,M_gly,c,75.06664,substrate,0.102957836
R_Biomass_Chlamy_hetero,M_gly_c,M_gly,c,75.06664,substrate,0.099779854
R_Biomass_Chlamy_mixo,M_gly_c,M_gly,c,75.06664,substrate,0.113856828
R_GLYNA1th,M_gly_c,M_gly,c,75.06664,substrate,1
R_GLYNA1tm,M_gly_c,M_gly,c,75.06664,substrate,1
R_GLYth,M_gly_c,M_gly,c,75.06664,substrate,1
R_GLYTL,M_gly_c,M_gly,c,75.06664,substrate,1
R_GLYtm,M_gly_c,M_gly,c,75.06664,substrate,1
R_GLYtx,M_gly_c,M_gly,c,75.06664,substrate,1
R_PPRGL,M_gly_c,M_gly,c,75.06664,substrate,1
R_GLYNA1th,M_gly_h,M_gly,h,75.06664,product,1
R_GLYth,M_gly_h,M_gly,h,75.06664,product,1
R_GTHS,M_gly_h,M_gly,h,75.06664,substrate,1
R_PPRGLh,M_gly_h,M_gly,h,75.06664,substrate,1
R_THRA,M_gly_h,M_gly,h,75.06664,product,1
R_AGAT,M_gly_m,M_gly,m,75.06664,product,1
R_GHMT,M_gly_m,M_gly,m,75.06664,substrate,1
R_GLYDHD,M_gly_m,M_gly,m,75.06664,substrate,1
R_GLYNA1tm,M_gly_m,M_gly,m,75.06664,product,1
R_GLYS,M_gly_m,M_gly,m,75.06664,product,1
R_GLYTA,M_gly_m,M_gly,m,75.06664,product,1
R_GLYTLm,M_gly_m,M_gly,m,75.06664,substrate,1
R_GLYtm,M_gly_m,M_gly,m,75.06664,product,1
R_SGAT,M_gly_m,M_gly,m,75.06664,product,1
R_AGATx,M_gly_x,M_gly,x,75.06664,product,1
R_GLYATx,M_gly_x,M_gly,x,75.06664,substrate,1
R_GLYtx,M_gly_x,M_gly,x,75.06664,product,1
R_AGPT,M_gmp_c,M_gmp,c,361.204941,substrate,1
R_GCPN,M_gmp_c,M_gmp,c,361.204941,product,1
R_GDPA,M_gmp_c,M_gmp,c,361.204941,product,1
R_GMP5N,M_gmp_c,M_gmp,c,361.204941,substrate,1
R_GMPS,M_gmp_c,M_gmp,c,361.204941,product,1
R_GMPS_LPAREN_glu_RPAREN_,M_gmp_c,M_gmp,c,361.204941,product,1
R_GMPtm,M_gmp_c,M_gmp,c,361.204941,substrate,1
R_GMPtn,M_gmp_c,M_gmp,c,361.204941,substrate,1
R_GPAR,M_gmp_c,M_gmp,c,361.204941,product,1
R_NTDP,M_gmp_c,M_gmp,c,361.204941,product,1
R_GMPSm,M_gmp_m,M_gmp,m,360.197001,product,1
R_GMPS_LPAREN_glu_RPAREN_m,M_gmp_m,M_gmp,m,360.197001,product,1
R_GMPtm,M_gmp_m,M_gmp,m,360.197001,product,1
R_GCPNn,M_gmp_n,M_gmp,n,360.197001,product,1
R_GMPtn,M_gmp_n,M_gmp,n,360.197001,product,1
R_FPPS,M_grdp_c,M_grdp,c,311.185302,substrate,1
R_GPPS,M_grdp_c,M_grdp,c,311.185302,product,1
R_GRDPth,M_grdp_c,M_grdp,c,311.185302,product,1
R_FPPSh,M_grdp_h,M_grdp,h,311.185302,substrate,1
R_GPPSh,M_grdp_h,M_grdp,h,311.185302,product,1
R_GRDPth,M_grdp_h,M_grdp,h,311.185302,substrate,1
R_GMP5N,M_gsn_c,M_gsn,c,282.23298,product,1
R_RSPN,M_gsn_c,M_gsn,c,282.23298,substrate,1
R_GDR,M_gthox_c,M_gthox,c,608.60156,substrate,1
R_GDR_LPAREN_nadp_RPAREN_,M_gthox_c,M_gthox,c,608.60156,substrate,1
R_GTHAMPOR,M_gthox_c,M_gthox,c,608.60156,substrate,1
R_GTHP,M_gthox_c,M_gthox,c,608.60156,product,1
R_GDRh,M_gthox_h,M_gthox,h,608.60156,substrate,1
R_GDR_LPAREN_nadp_RPAREN_h,M_gthox_h,M_gthox,h,608.60156,substrate,1
R_GTHAMPORh,M_gthox_h,M_gthox,h,608.60156,substrate,1
R_GTHOXtu,M_gthox_h,M_gthox,h,608.60156,substrate,1
R_GTHPDSOR,M_gthox_h,M_gthox,h,608.60156,substrate,1
R_GDRm,M_gthox_m,M_gthox,m,608.60156,substrate,1
R_GDR_LPAREN_nadp_RPAREN_m,M_gthox_m,M_gthox,m,608.60156,substrate,1
R_GTHAMPORm,M_gthox_m,M_gthox,m,608.60156,substrate,1
R_GTHDHu,M_gthox_u,M_gthox,u,608.60156,product,1
R_GTHOXtu,M_gthox_u,M_gthox,u,608.60156,product,1
R_GDR,M_gthrd_c,M_gthrd,c,305.30872,product,2
R_GDR_LPAREN_nadp_RPAREN_,M_gthrd_c,M_gthrd,c,305.30872,product,2
R_GTHAMPOR,M_gthrd_c,M_gthrd,c,305.30872,product,2
R_GTHP,M_gthrd_c,M_gthrd,c,305.30872,substrate,2
R_LALDD1,M_gthrd_c,M_gthrd,c,305.30872,substrate,1
R_LGTHL,M_gthrd_c,M_gthrd,c,305.30872,substrate,1
R_GDRh,M_gthrd_h,M_gthrd,h,305.30872,product,2
R_GDR_LPAREN_nadp_RPAREN_h,M_gthrd_h,M_gthrd,h,305.30872,product,2
R_GTHAMPORh,M_gthrd_h,M_gthrd,h,305.30872,product,2
R_GTHPDSOR,M_gthrd_h,M_gthrd,h,305.30872,product,2
R_GTHRDtu,M_gthrd_h,M_gthrd,h,305.30872,substrate,1
R_GTHS,M_gthrd_h,M_gthrd,h,305.30872,product,1
R_GDRm,M_gthrd_m,M_gthrd,m,305.30872,product,2
R_GDR_LPAREN_nadp_RPAREN_m,M_gthrd_m,M_gthrd,m,305.30872,product,2
R_GLYOXm,M_gthrd_m,M_gthrd,m,305.30872,product,1
R_GTHAMPORm,M_gthrd_m,M_gthrd,m,305.30872,product,2
R_GTHDHu,M_gthrd_u,M_gthrd,u,305.30872,substrate,2
R_GTHRDtu,M_gthrd_u,M_gthrd,u,305.30872,product,1
R_ADSS,M_gtp_c,M_gtp,c,519.148863,substrate,1
R_ATGD,M_gtp_c,M_gtp,c,519.148863,product,1
R_Biomass_Chlamy_auto,M_gtp_c,M_gtp,c,519.148863,substrate,0.104205539
R_Biomass_Chlamy_hetero,M_gtp_c,M_gtp,c,519.148863,substrate,0.104205539
R_Biomass_Chlamy_mixo,M_gtp_c,M_gtp,c,519.148863,substrate,0.104205539
R_DGTTO,M_gtp_c,M_gtp,c,519.148863,substrate,1
R_FE2GTPabc,M_gtp_c,M_gtp,c,519.148863,substrate,1
R_GAMPG,M_gtp_c,M_gtp,c,519.148863,substrate,1
R_GTCY,M_gtp_c,M_gtp,c,519.148863,substrate,1
R_GTPA,M_gtp_c,M_gtp,c,519.148863,substrate,1
R_GTPCI,M_gtp_c,M_gtp,c,519.148863,substrate,1
R_GTPDPK,M_gtp_c,M_gtp,c,519.148863,substrate,1
R_GTPOP,M_gtp_c,M_gtp,c,519.148863,product,1
R_GTUP,M_gtp_c,M_gtp,c,519.148863,substrate,1
R_GUAC,M_gtp_c,M_gtp,c,519.148863,substrate,1
R_NTDP,M_gtp_c,M_gtp,c,519.148863,substrate,1
R_ADSSh,M_gtp_h,M_gtp,h,519.148863,substrate,1
R_GTPDH,M_gtp_h,M_gtp,h,519.148863,substrate,1
R_ATGDm,M_gtp_m,M_gtp,m,519.148863,product,1
R_GTPOPm,M_gtp_m,M_gtp,m,519.148863,product,1
R_SUCL_LPAREN_gdp_RPAREN_m,M_gtp_m,M_gtp,m,519.148863,substrate,1
R_GUACn,M_gtp_n,M_gtp,n,519.148863,substrate,1
R_GPAR,M_gua_c,M_gua,c,150.11836,substrate,1
R_GUAD,M_gua_c,M_gua,c,150.11836,substrate,1
R_GUAt,M_gua_c,M_gua,c,150.11836,product,1
R_RSPN,M_gua_c,M_gua,c,150.11836,product,1
R_EX_gua_LPAREN_e_RPAREN_,M_gua_e,M_gua,e,150.11836,substrate,1
R_GUAt,M_gua_e,M_gua,e,150.11836,substrate,1
R_HDS,M_h2mb4p_h,M_h2mb4p,h,259.067682,product,1
R_IDS1,M_h2mb4p_h,M_h2mb4p,h,259.067682,substrate,1
R_IDS2,M_h2mb4p_h,M_h2mb4p,h,259.067682,substrate,1
R_AO,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_ASPO,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_CITALALDOR,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_CITALOR,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_DDMCITALOR,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_DHRO,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_DMCITALOR,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_GTHP,M_h2o2_c,M_h2o2,c,34.01468,substrate,1
R_H2O2tm,M_h2o2_c,M_h2o2,c,34.01468,substrate,1
R_H2O2tn,M_h2o2_c,M_h2o2,c,34.01468,substrate,1
R_H2O2tx,M_h2o2_c,M_h2o2,c,34.01468,substrate,1
R_MMAOR,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_PDX5POi,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_PYAM5PO,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_PYDXDH,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_PYDXNO,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_PYDXO,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_SULO,M_h2o2_c,M_h2o2,c,34.01468,product,1
R_CPPPGO,M_h2o2_h,M_h2o2,h,34.01468,product,2
R_G3PO,M_h2o2_h,M_h2o2,h,34.01468,substrate,1
R_PAO,M_h2o2_h,M_h2o2,h,34.01468,product,1
R_PPPGO,M_h2o2_h,M_h2o2,h,34.01468,product,3
R_SPDH,M_h2o2_h,M_h2o2,h,34.01468,product,1
R_ASPOm,M_h2o2_m,M_h2o2,m,34.01468,product,1
R_CCP2m,M_h2o2_m,M_h2o2,m,34.01468,substrate,1
R_DHROm,M_h2o2_m,M_h2o2,m,34.01468,product,1
R_H2O2tm,M_h2o2_m,M_h2o2,m,34.01468,product,1
R_PTOR,M_h2o2_m,M_h2o2,m,34.01468,product,1
R_SULOm,M_h2o2_m,M_h2o2,m,34.01468,product,1
R_URO,M_h2o2_m,M_h2o2,m,34.01468,product,1
R_GALO,M_h2o2_n,M_h2o2,n,34.01468,product,1
R_H2O2tn,M_h2o2_n,M_h2o2,n,34.01468,product,1
R_AMO,M_h2o2_x,M_h2o2,x,34.01468,product,1
R_H2O2tx,M_h2o2_x,M_h2o2,x,34.01468,product,1
R_HDAO10x,M_h2o2_x,M_h2o2,x,34.01468,product,1
R_13HPODEDH,M_h2o_c,M_h2o,c,18.01528,product,1
R_44MZYMMO,M_h2o_c,M_h2o,c,18.01528,product,4
R_4MZYMDM,M_h2o_c,M_h2o,c,18.01528,product,2
R_4MZYMR,M_h2o_c,M_h2o,c,18.01528,substrate,2
R_56DH5FLURAAMH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_6TINS5MPOR,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_6TXAN5MPAML,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_AABHH,M_h2o_c,M_h2o,c,18.01528,product,1
R_AATHA,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_AATHB,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ACP,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ACRSP,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ADEDA,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ADNDA,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ADPA,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ADRH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ADSH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_AFLBURPPAAMH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_AKP1,M_h2o_c,M_h2o,c,18.01528,substrate,3
R_ALDDH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ALDH_LPAREN_im4ac_RPAREN_,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ALPH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_AMID,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_AMP5N,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_AMPD,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_AO,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_AODAA,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_APN,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ARDP,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ARGDI,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ARSO4SH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ARZS,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ASPO,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ASPS,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ASQDCADS1829Z12Z160,M_h2o_c,M_h2o,c,18.01528,product,2
R_ASQDCADS1839Z12Z15Z160,M_h2o_c,M_h2o,c,18.01528,product,2
R_ASQDPADS1829Z12Z160,M_h2o_c,M_h2o,c,18.01528,product,2
R_ASQDPADS1839Z12Z15Z160,M_h2o_c,M_h2o,c,18.01528,product,2
R_ATPM_LPAREN_NGAM_RPAREN_,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_ATPPH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_BADP,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_BFBP,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_BFFS,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_Biomass_Chlamy_auto,M_h2o_c,M_h2o,c,18.01528,substrate,29.89
R_Biomass_Chlamy_hetero,M_h2o_c,M_h2o,c,18.01528,substrate,29.89
R_Biomass_Chlamy_mixo,M_h2o_c,M_h2o,c,18.01528,substrate,29.89
R_BPNT,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_BPNT2,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_BUPN,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_CADMO,M_h2o_c,M_h2o,c,18.01528,product,1
R_CADS,M_h2o_c,M_h2o,c,18.01528,product,1
R_CDDA,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_CDPPH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_CITALALDOR,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_CITALMO,M_h2o_c,M_h2o,c,18.01528,product,1
R_CITALOR,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_CMP,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_COA1819ZD9DS,M_h2o_c,M_h2o,c,18.01528,product,2
R_COORr,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_CS,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_CSDA,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_CTPH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_CYEUOLS,M_h2o_c,M_h2o,c,18.01528,product,2
R_CYRH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DAGAH16018111Z,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DAGAH1601819Z,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DAGAH1801819Z,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DAGAH18111Z18111Z,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DAGAH18111Z1819Z,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DAGAH1819Z18111Z,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DAGAH1819Z1819Z,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DAMPH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DAOTO,M_h2o_c,M_h2o,c,18.01528,product,1
R_DAPAT,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DBRC,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DCAH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DCDT,M_h2o_c,M_h2o,c,18.01528,product,1
R_DCMAH,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DCMP,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DCTT,M_h2o_c,M_h2o,c,18.01528,product,1
R_DDMCITALOR,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DGOTO,M_h2o_c,M_h2o,c,18.01528,product,1
R_DGTD,M_h2o_c,M_h2o,c,18.01528,substrate,1
R_DGTSD5DS1601835Z9Z12Z,M_h2o_c,M_h2o,c,18.01528,product,2
R_DGTSD5DS18111Z1835Z9Z12Z,M_h2o_c,M_h2o,c,18.01528,product,2
R_DGTSD5DS1819Z1835Z9Z12Z,M_h2o_c,M_h2o,c,18.01528,product,2
R_DGTSD5DS1829Z12Z1835Z9Z12Z,M_h2o_c,M_h2o,c,18.01528,product,2
R_DGTSDS1601829Z12Z,M_h2o_c,M_h2o,c,18.01528,product,2
